Sample_ID,QPCR_Sample_ID,Collect_Site,Frog_ID,Sample_Status,Extract_Plate_ID,Extract_Date,Extract_Lab,Extract_Tech,Extract_Loc,Extract_Well_Pos,Extract_Neg_Cont,Extract_BdPosCont,QPCR_Plate_ID,QPCR_Date,QPCR_File_Name,QPCR_Lab,QPCR_Tech,QPCR_Well_Pos,QPCR_Diluted,QPCR_NegCont,Sample_Quality,Sample_IPC,Sample_Rerun,Sample_Bd,Sample_Bd_CT,Sample_Bd_qty,Sample_Bd_swab_qty,Sample_Bsal,Sample_Bsal_CT,Sample_Bsal_qty,Sample_Bsal_swab_qty,Notes
180514-39-PA12-LICL,180514 PA12-39,PA,180514-39,Complete,DPW_073118_SERDP_68,7/31/18,RZ lab,AHD,Pitt -80,B12,negative,positive,SERDP_83_08032018,8/3/18,SERDP_83_08032018,RZ lab,AHD,B12,no,negative,pass,pass,no,negative,,,,negative,,,,
180514-40-PA12-LICL,180514 PA12-40,PA,180514-40,Complete,DPW_073118_SERDP_68,7/31/18,RZ lab,AHD,Pitt -80,C1,negative,positive,SERDP_83_08032018,8/3/18,SERDP_83_08032018,RZ lab,AHD,C1,no,negative,pass,pass,no,positive,34.29220581,24.48938751,979.5755005,negative,,,,
180514-41-PA12-NOVI,180514 PA12-41,PA,180514-41,Complete,DPW_073118_SERDP_68,7/31/18,RZ lab,AHD,Pitt -80,C2,negative,positive,SERDP_83_08032018,8/3/18,SERDP_83_08032018,RZ lab,AHD,C2,no,negative,pass,pass,no,negative,,,,negative,,,,
180515-01-TN03-LISP,180515-01-TN03-LISP,TN,180515-01,Complete,079_AHD,9/26/18,RZ Lab,AHD,Pitt -80,H6,negative,positive,SERDP_96_092818,9/28/18,SERDP_96_092818,RZ lab,AHD,H11,no,negative,pass,pass,no,negative,,,,negative,,,,
180515-02-TN03-LISP,180515-02-TN03-LISP,TN,180515-02,Complete,079_AHD,9/26/18,RZ Lab,AHD,Pitt -80,A7,negative,positive,SERDP_101_092818,9/28/18,SERDP_101_092818,RZ lab,AHD,A1,no,negative,pass,pass,no,positive,31.226,884.125,35365.01221,negative,,,,
180515-03-TN03-LISP,180515-03-TN03-LISP,TN,180515-03,Complete,079_AHD,9/26/18,RZ Lab,AHD,Pitt -80,B7,negative,positive,SERDP_101_092818,9/28/18,SERDP_101_092818,RZ lab,AHD,B1,no,negative,pass,pass,no,positive,30.699,"1,248.67",49946.88477,negative,,,,
180515-04-TN03-LISP,180515-04-TN03-LISP,TN,180515-04,Complete,079_AHD,9/26/18,RZ Lab,AHD,Pitt -80,C7,negative,positive,SERDP_101_092818,9/28/18,SERDP_101_092818,RZ lab,AHD,C1,no,negative,pass,pass,no,positive,37.446,15.019,600.7431793,negative,,,,
180515-05-TN03-LISP,180515-05-TN03-LISP,TN,180515-05,Complete,079_AHD,9/26/18,RZ Lab,AHD,Pitt -80,D7,negative,positive,SERDP_101_092818,9/28/18,SERDP_101_092818,RZ lab,AHD,D1,no,negative,pass,pass,no,positive,35.202,65.337,2613.49823,negative,,,,
180515-06-TN03-LISP,180515-06-TN03-LISP,TN,180515-06,Complete,079_AHD,9/26/18,RZ Lab,AHD,Pitt -80,E7,negative,positive,SERDP_101_092818,9/28/18,SERDP_101_092818,RZ lab,AHD,E1,no,negative,pass,pass,no,negative,,,,negative,,,,
180515-07-TN03-LISP,180515-07-TN03-LISP,TN,180515-07,Complete,079_AHD,9/26/18,RZ Lab,AHD,Pitt -80,F7,negative,positive,SERDP_101_092818,9/28/18,SERDP_101_092818,RZ lab,AHD,F1,no,negative,pass,pass,no,positive,34.75,87.852,3514.078979,negative,,,,
180515-08-TN03-LISP,180515-08-TN03-LISP,TN,180515-08,Complete,079_AHD,9/26/18,RZ Lab,AHD,Pitt -80,G7,negative,positive,SERDP_101_092818,9/28/18,SERDP_101_092818,RZ lab,AHD,G1,no,negative,pass,pass,no,positive,34.595,97.286,3891.452332,negative,,,,
180515-09-TN03-LISP,180515-09-TN03-LISP,TN,180515-09,Complete,079_AHD,9/26/18,RZ Lab,AHD,Pitt -80,H7,negative,positive,SERDP_101_092818,9/28/18,SERDP_101_092818,RZ lab,AHD,H1,no,negative,pass,pass,no,positive,36.276,32.342,1293.693848,negative,,,,
180515-10-TN03-LISP,180515-10-TN03-LISP,TN,180515-10,Complete,079_AHD,9/26/18,RZ Lab,AHD,Pitt -80,A8,negative,positive,SERDP_101_092818,9/28/18,SERDP_101_092818,RZ lab,AHD,A2,no,negative,pass,pass,no,positive,38.577,7.16,286.3960266,negative,,,,
180515-11-TN03-LICL,180515-11-TN03-LICL,TN,180515-11,Complete,079_AHD,9/26/18,RZ Lab,AHD,Pitt -80,B8,negative,positive,SERDP_101_092818,9/28/18,SERDP_101_092818,RZ lab,AHD,B2,no,negative,pass,pass,no,positive,39.726,3.373,134.9132633,negative,,,,
180515-12-TN03-LICL,180515-12-TN03-LICL,TN,180515-12,Complete,079_AHD,9/26/18,RZ Lab,AHD,Pitt -80,C8,negative,positive,SERDP_101_092818,9/28/18,SERDP_101_092818,RZ lab,AHD,C2,no,negative,pass,pass,no,negative,,,,negative,,,,
180515-13-TN03-LICL,180515-13-TN03-LICL,TN,180515-13,Complete,079_AHD,9/26/18,RZ Lab,AHD,Pitt -80,D8,negative,positive,SERDP_101_092818,9/28/18,SERDP_101_092818,RZ lab,AHD,D2,no,negative,pass,pass,no,negative,,,,negative,,,,
180515-14-TN03-ANFO,180515-14-TN03-ANFO,TN,180515-14,Complete,079_AHD,9/26/18,RZ Lab,AHD,Pitt -80,E8,negative,positive,SERDP_101_092818,9/28/18,SERDP_101_092818,RZ lab,AHD,E2,no,negative,pass,pass,no,positive,35.837,43.106,1724.2453,negative,,,,
180515-15-TN03-ANAM,180515-15-TN03-ANAM,TN,180515-15,Complete,079_AHD,9/26/18,RZ Lab,AHD,Pitt -80,F8,negative,positive,SERDP_101_092818,9/28/18,SERDP_101_092818,RZ lab,AHD,F2,no,negative,pass,pass,no,positive,33.898,153.572,6142.876587,negative,,,,
180515-16-TN03-LICA,180515-16-TN03-LICA,TN,180515-16,Complete,079_AHD,9/26/18,RZ Lab,AHD,Pitt -80,G8,negative,positive,SERDP_101_092818,9/28/18,SERDP_101_092818,RZ lab,AHD,G2,no,negative,pass,pass,no,positive,33.937,149.654,5986.148071,negative,,,,
180515-17-TN03-LICA,180515-17-TN03-LICA,TN,180515-17,Complete,079_AHD,9/26/18,RZ Lab,AHD,Pitt -80,H8,negative,positive,SERDP_101_092818,9/28/18,SERDP_101_092818,RZ lab,AHD,H2,no,negative,pass,pass,no,positive,34.879,80.747,3229.871216,negative,,,,
180515-18-TN03-LICA,180515-18-TN03-LICA,TN,180515-18,Complete,079_AHD,9/26/18,RZ Lab,AHD,Pitt -80,A9,negative,positive,SERDP_101_092818,9/28/18,SERDP_101_092818,RZ lab,AHD,A3,no,negative,pass,pass,no,positive,29.98,"2,000.22",80008.68652,negative,,,,
180515-19-TN03-LICA,180515-19-TN03-LICA,TN,180515-19,Complete,079_AHD,9/26/18,RZ Lab,AHD,Pitt -80,B9,negative,positive,SERDP_101_092818,9/28/18,SERDP_101_092818,RZ lab,AHD,B3,no,negative,pass,pass,no,positive,35.111,69.365,2774.580383,negative,,,,
180515-20-TN03-PLGL,180515-20-TN03-PLGL,TN,180515-20,Complete,079_AHD,9/26/18,RZ Lab,AHD,Pitt -80,C9,negative,positive,SERDP_101_092818,9/28/18,SERDP_101_092818,RZ lab,AHD,C3,no,negative,pass,pass,no,negative,,,,negative,,,,
180515-21-TN03-PLGL,180515-21-TN03-PLGL,TN,180515-21,Complete,079_AHD,9/26/18,RZ Lab,AHD,Pitt -80,D9,negative,positive,SERDP_101_092818,9/28/18,SERDP_101_092818,RZ lab,AHD,D3,no,negative,pass,pass,no,negative,,,,negative,,,,
180515-22-TN03-PLGL,180515-22-TN03-PLGL,TN,180515-22,Complete,079_AHD,9/26/18,RZ Lab,AHD,Pitt -80,E9,negative,positive,SERDP_101_092818,9/28/18,SERDP_101_092818,RZ lab,AHD,E3,no,negative,pass,pass,no,negative,,,,negative,,,,
180515-23-TN03-PLGL,180515-23-TN03-PLGL,TN,180515-23,Complete,079_AHD,9/26/18,RZ Lab,AHD,Pitt -80,F9,negative,positive,SERDP_101_092818,9/28/18,SERDP_101_092818,RZ lab,AHD,F3,no,negative,pass,pass,no,negative,,,,negative,,,,
180515-24-TN03-AMOP,180515-24-TN03-AMOP,TN,180515-24,Complete,079_AHD,9/26/18,RZ Lab,AHD,Pitt -80,G9,negative,positive,SERDP_101_092818,9/28/18,SERDP_101_092818,RZ lab,AHD,G3,no,negative,pass,pass,no,negative,,,,negative,,,,
180515-25-TN03-AMOP,180515-25-TN03-AMOP,TN,180515-25,Complete,079_AHD,9/26/18,RZ Lab,AHD,Pitt -80,H9,negative,positive,SERDP_101_092818,9/28/18,SERDP_101_092818,RZ lab,AHD,H3,no,negative,pass,pass,no,negative,,,,negative,,,,
180515-26-TN03-SCHO,180515-26-TN03-SCHO,TN,180515-26,Complete,079_AHD,9/26/18,RZ Lab,AHD,Pitt -80,A10,negative,positive,SERDP_101_092818,9/28/18,SERDP_101_092818,RZ lab,AHD,A4,no,negative,pass,pass,no,negative,,,,negative,,,,
180515-27-TN03-SCHO,180515-27-TN03-SCHO,TN,180515-27,Complete,079_AHD,9/26/18,RZ Lab,AHD,Pitt -80,B10,negative,positive,SERDP_101_092818,9/28/18,SERDP_101_092818,RZ lab,AHD,B4,no,negative,pass,pass,no,negative,,,,negative,,,,
180515-28-TN03-SCHO,180515-28-TN03-SCHO,TN,180515-28,Complete,079_AHD,9/26/18,RZ Lab,AHD,Pitt -80,C10,negative,positive,SERDP_101_092818,9/28/18,SERDP_101_092818,RZ lab,AHD,C4,no,negative,pass,pass,no,negative,,,,negative,,,,
180515-29-TN03-SCHO,180515-29-TN03-SCHO,TN,180515-29,Complete,079_AHD,9/26/18,RZ Lab,AHD,Pitt -80,D10,negative,positive,SERDP_101_092818,9/28/18,SERDP_101_092818,RZ lab,AHD,D4,no,negative,pass,pass,no,negative,,,,negative,,,,
180515-30-TN03-SCHO,180515-30-TN03-SCHO,TN,180515-30,Complete,079_AHD,9/26/18,RZ Lab,AHD,Pitt -80,E10,negative,positive,SERDP_101_092818,9/28/18,SERDP_101_092818,RZ lab,AHD,E4,no,negative,pass,pass,no,negative,,,,negative,,,,
180515-31-TN03-ANAM,180515-31-TN03-ANAM,TN,180515-31,Complete,079_AHD,9/26/18,RZ Lab,AHD,Pitt -80,F10,negative,positive,SERDP_101_092818,9/28/18,SERDP_101_092818,RZ lab,AHD,F4,no,negative,pass,pass,no,positive,29.305,"3,113.05",124521.8555,negative,,,,
180515-32-TN03-ANFO,180515-32-TN03-ANFO,TN,180515-32,Complete,079_AHD,9/26/18,RZ Lab,AHD,Pitt -80,G10,negative,positive,SERDP_101_092818,9/28/18,SERDP_101_092818,RZ lab,AHD,G4,no,negative,pass,pass,no,negative,,,,negative,,,,
180515-33-TN03-ANFO,180515-33-TN03-ANFO,TN,180515-33,Complete,079_AHD,9/26/18,RZ Lab,AHD,Pitt -80,H10,negative,positive,SERDP_101_092818,9/28/18,SERDP_101_092818,RZ lab,AHD,H4,no,negative,pass,pass,no,negative,,,,negative,,,,
180515-34-TN03-ANFO,180515-34-TN03-ANFO,TN,180515-34,Complete,079_AHD,9/26/18,RZ Lab,AHD,Pitt -80,A11,negative,positive,SERDP_101_092818,9/28/18,SERDP_101_092818,RZ lab,AHD,A5,no,negative,pass,pass,no,negative,,,,negative,,,,
180515-35-TN03-ANFO,180515-35-TN03-ANFO,TN,180515-35,Complete,079_AHD,9/26/18,RZ Lab,AHD,Pitt -80,B11,negative,positive,SERDP_101_092818,9/28/18,SERDP_101_092818,RZ lab,AHD,B5,no,negative,pass,pass,no,negative,,,,negative,,,,
180515-36-TN03-ANFO,180515-36-TN03-ANFO,TN,180515-36,Complete,079_AHD,9/26/18,RZ Lab,AHD,Pitt -80,C11,negative,positive,SERDP_101_092818,9/28/18,SERDP_101_092818,RZ lab,AHD,C5,no,negative,pass,pass,no,negative,,,,negative,,,,
180515-37-TN03-ANAM,180515-37-TN03-ANAM,TN,180515-37,Complete,079_AHD,9/26/18,RZ Lab,AHD,Pitt -80,D11,negative,positive,SERDP_101_092818,9/28/18,SERDP_101_092818,RZ lab,AHD,D5,no,negative,pass,pass,no,positive,21.641,"472,005.94",18880237.5,negative,,,,
180515-38-TN03-ANAM,180515-38-TN03-ANAM,TN,180515-38,Complete,079_AHD,9/26/18,RZ Lab,AHD,Pitt -80,E11,negative,positive,SERDP_101_092818,9/28/18,SERDP_101_092818,RZ lab,AHD,E5,no,negative,pass,pass,no,positive,30.788,"1,177.79",47111.4502,negative,,,,
180515-39-TN03-LICA,180515-39-TN03-LICA,TN,180515-39,Complete,079_AHD,9/26/18,RZ Lab,AHD,Pitt -80,F11,negative,positive,SERDP_101_092818,9/28/18,SERDP_101_092818,RZ lab,AHD,F5,no,negative,pass,pass,no,positive,35.351,59.287,2371.465607,negative,,,,
180515-40-TN03-LICA,180515-40-TN03-LICA,TN,180515-40,Complete,079_AHD,9/26/18,RZ Lab,AHD,Pitt -80,G11,negative,positive,SERDP_101_092818,9/28/18,SERDP_101_092818,RZ lab,AHD,G5,no,negative,pass,pass,no,positive,33.941,149.339,5973.549805,negative,,,,
180515-41-TN03-LICA,180515-41-TN03-LICA,TN,180515-41,Complete,079_AHD,9/26/18,RZ Lab,AHD,Pitt -80,H11,negative,positive,SERDP_101_092818,9/28/18,SERDP_101_092818,RZ lab,AHD,H5,no,negative,pass,pass,no,positive,29.909,"2,095.94",83837.58789,negative,,,,
180515-42-TN03-AMSP,180515-42-TN03-AMSP,TN,180515-42,Complete,079_AHD,9/26/18,RZ Lab,AHD,Pitt -80,A12,negative,positive,SERDP_101_092818,9/28/18,SERDP_101_092818,RZ lab,AHD,A6,no,negative,pass,pass,no,negative,,,,negative,,,,
180515-43-TN03-AMSP,180515-43-TN03-AMSP,TN,180515-43,Complete,079_AHD,9/26/18,RZ Lab,AHD,Pitt -80,B12,negative,positive,SERDP_101_092818,9/28/18,SERDP_101_092818,RZ lab,AHD,B6,no,negative,pass,pass,no,positive,39.469,3.991,159.6457863,negative,,,,
180515-44-TN03-AMSP,180515-44-TN03-AMSP,TN,180515-44,Complete,079_AHD,9/26/18,RZ Lab,AHD,Pitt -80,C12,negative,positive,SERDP_101_092818,9/28/18,SERDP_101_092818,RZ lab,AHD,C6,no,negative,pass,pass,no,positive,38.362,8.244,329.7711945,negative,,,,
180515-45-TN03-HYCH,180515-45-TN03-HYCH,TN,180515-45,Complete,079_AHD,9/26/18,RZ Lab,AHD,Pitt -80,D12,negative,positive,SERDP_101_092818,9/28/18,SERDP_101_092818,RZ lab,AHD,D6,no,negative,pass,pass,no,positive,37.891,11.222,448.8778687,negative,,,,
180516-01-NM36-LIBL,180516-01-NM36-LIBL,NM,180516-01,Complete,073_AHD,8/23/18,RZ Lab,AHD,Pitt -80,B10,negative,positive,SERDP_93_091018,9/10/18,SERDP_93_091018,RZ lab,AHD,B9,no,negative,pass,pass,no,negative,,,,negative,,,,
180516-01-PA10-LICL,180516 PA10-01,PA,180516-01,Complete,DPW_072418_SERDP_66,7/24/18,RZ lab,DPW,Pitt -80,F2,negative,positive,SERDP_78_072718,7/27/18,SERDP_78_072718,RZ lab,DPW,F2,no,negative,pass,pass,no,positive,32.30854034,79.92001343,3196.800537,negative,,,,
180516-01-TN01-LISP,180516-01-TN01-LISP,TN,180516-01,Complete,079_AHD,9/26/18,RZ Lab,AHD,Pitt -80,E12,negative,positive,SERDP_101_092818,9/28/18,SERDP_101_092818,RZ lab,AHD,E6,no,negative,pass,pass,no,positive,32.671,343.074,13722.94189,negative,,,,
180516-02-NM36-LICH,180516-02-NM36-LICH,NM,180516-02,Complete,073_AHD,8/23/18,RZ Lab,AHD,Pitt -80,C10,negative,positive,SERDP_93_091018,9/10/18,SERDP_93_091018,RZ lab,AHD,C9,no,negative,pass,pass,no,negative,,,,negative,,,,
180516-02-PA10-LICA,180516 PA10-02,PA,180516-02,Complete,DPW_072418_SERDP_66,7/24/18,RZ lab,DPW,Pitt -80,F3,negative,positive,SERDP_78_072718,7/27/18,SERDP_78_072718,RZ lab,DPW,F3,no,negative,pass,pass,no,positive,24.90400505,16972.0918,678883.6719,negative,,,,
180516-02-TN01-LICA,180516-02-TN01-LICA,TN,180516-02,Complete,079_AHD,9/26/18,RZ Lab,AHD,Pitt -80,F12,negative,positive,SERDP_101_092818,9/28/18,SERDP_101_092818,RZ lab,AHD,F6,no,negative,pass,pass,no,positive,32.259,449.432,17977.29492,negative,,,,
180516-03-NM36-LICH,180516-03-NM36-LICH,NM,180516-03,Complete,073_AHD,8/23/18,RZ Lab,AHD,Pitt -80,D10,negative,positive,SERDP_93_091018,9/10/18,SERDP_93_091018,RZ lab,AHD,D9,no,negative,pass,pass,no,negative,,,,negative,,,,
180516-03-PA10-LICA,180516 PA10-03,PA,180516-03,Complete,DPW_072418_SERDP_66,7/24/18,RZ lab,DPW,Pitt -80,F4,negative,positive,SERDP_78_072718,7/27/18,SERDP_78_072718,RZ lab,DPW,F4,no,negative,pass,pass,no,positive,29.23108482,741.0217896,29640.87158,negative,,,,
180516-03-TN01-LICA,180516-03-TN01-LICA,TN,180516-03,Complete,079_AHD,9/26/18,RZ Lab,AHD,Pitt -80,G12,negative,positive,SERDP_101_092818,9/28/18,SERDP_101_092818,RZ lab,AHD,G6,no,negative,pass,pass,no,positive,34.057,138.352,5534.099121,negative,,,,
180516-04-NM36-LICH,180516-04-NM36-LICH,NM,180516-04,Complete,073_AHD,8/23/18,RZ Lab,AHD,Pitt -80,E10,negative,positive,SERDP_93_091018,9/10/18,SERDP_93_091018,RZ lab,AHD,E9,no,negative,pass,pass,no,negative,,,,negative,,,,
180516-04-PA10-LICA,180516 PA10-04,PA,180516-04,Complete,DPW_072418_SERDP_66,7/24/18,RZ lab,DPW,Pitt -80,F5,negative,positive,SERDP_78_072718,7/27/18,SERDP_78_072718,RZ lab,DPW,F5,no,negative,pass,pass,no,positive,25.26016235,13116.05078,524642.0313,negative,,,,
180516-04-TN01-LICL,180516-04-TN01-LICL,TN,180516-04,Complete,080_AHD,9/26/18,RZ Lab,AHD,Pitt -80,A1,negative,positive,SERDP_101_092818,9/28/18,SERDP_101_092818,RZ lab,AHD,A7,no,negative,pass,pass,no,positive,35.155,67.409,2696.340332,negative,,,,
180516-05-NM36-LICH,180516-05-NM36-LICH,NM,180516-05,Complete,073_AHD,8/23/18,RZ Lab,AHD,Pitt -80,F10,negative,positive,SERDP_93_091018,9/10/18,SERDP_93_091018,RZ lab,AHD,F9,no,negative,pass,pass,no,negative,,,,negative,,,,
180516-05-PA10-LICL,180516 PA10-05,PA,180516-05,Complete,DPW_072418_SERDP_66,7/24/18,RZ lab,DPW,Pitt -80,F6,negative,positive,SERDP_78_072718,7/27/18,SERDP_78_072718,RZ lab,DPW,F6,no,negative,pass,pass,no,positive,36.21133423,4.743454456,189.7381783,negative,,,,
180516-05-TN01-LICL,180516-05-TN01-LICL,TN,180516-05,Complete,080_AHD,9/26/18,RZ Lab,AHD,Pitt -80,B1,negative,positive,SERDP_101_092818,9/28/18,SERDP_101_092818,RZ lab,AHD,B7,no,negative,pass,pass,no,negative,,,,negative,,,,
180516-06-NM36-LICH,180516-06-NM36-LICH,NM,180516-06,Complete,073_AHD,8/23/18,RZ Lab,AHD,Pitt -80,G10,negative,positive,SERDP_93_091018,9/10/18,SERDP_93_091018,RZ lab,AHD,G9,no,negative,pass,pass,no,negative,,,,negative,,,,
180516-06-PA10-LICL,180516 PA10-06,PA,180516-06,Complete,DPW_072418_SERDP_66,7/24/18,RZ lab,DPW,Pitt -80,F7,negative,positive,SERDP_78_072718,7/27/18,SERDP_78_072718,RZ lab,DPW,F7,no,negative,pass,pass,no,positive,33.67442322,29.74329567,1189.731827,negative,,,,
180516-06-TN01-LICL,180516-06-TN01-LICL,TN,180516-06,Complete,080_AHD,9/26/18,RZ Lab,AHD,Pitt -80,C1,negative,positive,SERDP_101_092818,9/28/18,SERDP_101_092818,RZ lab,AHD,C7,no,negative,pass,pass,no,negative,,,,negative,,,,
180516-07-NM36-LICH,180516-07-NM36-LICH,NM,180516-07,Complete,073_AHD,8/23/18,RZ Lab,AHD,Pitt -80,H10,negative,positive,SERDP_93_091018,9/10/18,SERDP_93_091018,RZ lab,AHD,H9,no,negative,pass,pass,no,negative,,,,negative,,,,
180516-07-PA10-LICL,180516 PA10-07,PA,180516-07,Complete,DPW_072418_SERDP_66,7/24/18,RZ lab,DPW,Pitt -80,F8,negative,positive,SERDP_78_072718,7/27/18,SERDP_78_072718,RZ lab,DPW,F8,no,negative,pass,pass,no,positive,39.12828827,0.574594259,22.98377037,negative,,,,
180516-07-TN01-LICL,180516-07-TN01-LICL,TN,180516-07,Complete,080_AHD,9/26/18,RZ Lab,AHD,Pitt -80,D1,negative,positive,SERDP_101_092818,9/28/18,SERDP_101_092818,RZ lab,AHD,D7,no,negative,pass,pass,no,positive,33.763,167.725,6708.998413,negative,,,,
180516-08-NM36-LICH,180516-08-NM36-LICH,NM,180516-08,Complete,073_AHD,8/23/18,RZ Lab,AHD,Pitt -80,A11,negative,positive,SERDP_93_091018,9/10/18,SERDP_93_091018,RZ lab,AHD,A10,no,negative,pass,pass,no,negative,,,,negative,,,,
180516-08-PA10-LICA,180516 PA10-08,PA,180516-08,Complete,DPW_072418_SERDP_66,7/24/18,RZ lab,DPW,Pitt -80,F9,negative,positive,SERDP_78_072718,7/27/18,SERDP_78_072718,RZ lab,DPW,F9,no,negative,pass,pass,no,positive,35.41262436,8.454956055,338.1982422,negative,,,,
180516-08-TN01-LICL,180516-08-TN01-LICL,TN,180516-08,Complete,080_AHD,9/26/18,RZ Lab,AHD,Pitt -80,E1,negative,positive,SERDP_101_092818,9/28/18,SERDP_101_092818,RZ lab,AHD,E7,no,negative,pass,pass,no,positive,33.767,167.367,6694.677124,negative,,,,
180516-09-NM36-LICH,180516-09-NM36-LICH,NM,180516-09,Complete,073_AHD,8/23/18,RZ Lab,AHD,Pitt -80,B11,negative,positive,SERDP_93_091018,9/10/18,SERDP_93_091018,RZ lab,AHD,B10,no,negative,pass,pass,no,negative,,,,negative,,,,
180516-09-PA10-LICA,180516 PA10-09,PA,180516-09,Complete,DPW_072418_SERDP_66,7/24/18,RZ lab,DPW,Pitt -80,F10,negative,positive,SERDP_78_072718,7/27/18,SERDP_78_072718,RZ lab,DPW,F10,no,negative,pass,pass,no,positive,30.87273979,225.8892365,9035.569458,negative,,,,
180516-09-TN01-LICL,180516-09-TN01-LICL,TN,180516-09,Complete,080_AHD,9/26/18,RZ Lab,AHD,Pitt -80,F1,negative,positive,SERDP_101_092818,9/28/18,SERDP_101_092818,RZ lab,AHD,F7,no,negative,pass,pass,no,negative,,,,negative,,,,
180516-10-NM36-LICH,180516-10-NM36-LICH,NM,180516-10,Complete,073_AHD,8/23/18,RZ Lab,AHD,Pitt -80,C11,negative,positive,SERDP_93_091018,9/10/18,SERDP_93_091018,RZ lab,AHD,C10,no,negative,pass,pass,no,negative,,,,negative,,,,
180516-10-PA10-HYVE,180516 PA10-10,PA,180516-10,Complete,DPW_072418_SERDP_66,7/24/18,RZ lab,DPW,Pitt -80,F11,negative,positive,SERDP_78_072718,7/27/18,SERDP_78_072718,RZ lab,DPW,F11,no,negative,pass,pass,no,negative,,,,negative,,,,
180516-10-TN01-LICL,180516-10-TN01-LICL,TN,180516-10,Complete,080_AHD,9/26/18,RZ Lab,AHD,Pitt -80,G1,negative,positive,SERDP_101_092818,9/28/18,SERDP_101_092818,RZ lab,AHD,G7,no,negative,pass,pass,no,negative,,,,negative,,,,
180516-11-NM36-LICH,180516-11-NM36-LICH,NM,180516-11,Complete,073_AHD,8/23/18,RZ Lab,AHD,Pitt -80,D11,negative,positive,SERDP_93_091018,9/10/18,SERDP_93_091018,RZ lab,AHD,D10,no,negative,pass,pass,no,negative,,,,negative,,,,
180516-11-PA10-HYVE,180516 PA10-11,PA,180516-11,Complete,DPW_072418_SERDP_66,7/24/18,RZ lab,DPW,Pitt -80,F12,negative,positive,SERDP_78_072718,7/27/18,SERDP_78_072718,RZ lab,DPW,F12,no,negative,pass,pass,no,negative,,,,negative,,,,
180516-11-TN01-LICL,180516-11-TN01-LICL,TN,180516-11,Complete,080_AHD,9/26/18,RZ Lab,AHD,Pitt -80,H1,negative,positive,SERDP_101_092818,9/28/18,SERDP_101_092818,RZ lab,AHD,H7,no,negative,pass,pass,no,positive,36.854,22.146,885.8571625,negative,,,,
180516-12-NM36-LICH,180516-12-NM36-LICH,NM,180516-12,Complete,073_AHD,8/23/18,RZ Lab,AHD,Pitt -80,E11,negative,positive,SERDP_93_091018,9/10/18,SERDP_93_091018,RZ lab,AHD,E10,no,negative,pass,pass,no,positive,37.158,2.647,105.8911705,negative,,,,
180516-12-PA10-HYVE,180516 PA10-12,PA,180516-12,Complete,DPW_072418_SERDP_66,7/24/18,RZ lab,DPW,Pitt -80,G1,negative,positive,SERDP_78_072718,7/27/18,SERDP_78_072718,RZ lab,DPW,G1,no,negative,pass,pass,no,positive,35.64369965,7.153022289,286.1208916,negative,,,,
180516-12-TN01-LICL,180516-12-TN01-LICL,TN,180516-12,Complete,080_AHD,9/26/18,RZ Lab,AHD,Pitt -80,A2,negative,positive,SERDP_101_092818,9/28/18,SERDP_101_092818,RZ lab,AHD,A8,no,negative,pass,pass,no,positive,37.341,16.094,643.7511444,negative,,,,
180516-13-NM36-LICH,180516-13-NM36-LICH,NM,180516-13,Complete,073_AHD,8/23/18,RZ Lab,AHD,Pitt -80,F11,negative,positive,SERDP_93_091018,9/10/18,SERDP_93_091018,RZ lab,AHD,F10,no,negative,pass,pass,no,negative,,,,negative,,,,
180516-13-PA10-HYVE,180516 PA10-13,PA,180516-13,Complete,DPW_072418_SERDP_66,7/24/18,RZ lab,DPW,Pitt -80,G2,negative,positive,SERDP_78_072718,7/27/18,SERDP_78_072718,RZ lab,DPW,G2,no,negative,pass,pass,no,positive,38.73761749,0.762325406,30.49301624,negative,,,,
180516-13-TN01-LICL,180516-13-TN01-LICL,TN,180516-13,Complete,080_AHD,9/26/18,RZ Lab,AHD,Pitt -80,B2,negative,positive,SERDP_101_092818,9/28/18,SERDP_101_092818,RZ lab,AHD,B8,no,negative,pass,pass,no,negative,,,,negative,,,,
180516-14-NM36-LICH,180516-14-NM36-LICH,NM,180516-14,Complete,073_AHD,8/23/18,RZ Lab,AHD,Pitt -80,G11,negative,positive,SERDP_93_091018,9/10/18,SERDP_93_091018,RZ lab,AHD,G10,no,negative,pass,pass,no,negative,,,,negative,,,,
180516-14-PA10-HYVE,180516 PA10-14,PA,180516-14,Complete,DPW_072418_SERDP_66,7/24/18,RZ lab,DPW,Pitt -80,G3,negative,positive,SERDP_78_072718,7/27/18,SERDP_78_072718,RZ lab,DPW,G3,no,negative,pass,pass,no,positive,37.25693893,2.225791931,89.03167725,negative,,,,
180516-14-TN01-LICL,180516-14-TN01-LICL,TN,180516-14,Complete,080_AHD,9/26/18,RZ Lab,AHD,Pitt -80,C2,negative,positive,SERDP_101_092818,9/28/18,SERDP_101_092818,RZ lab,AHD,C8,no,negative,pass,pass,no,negative,,,,negative,,,,
180516-15-NM36-LICH,180516-15-NM36-LICH,NM,180516-15,Complete,073_AHD,8/23/18,RZ Lab,AHD,Pitt -80,H11,negative,positive,SERDP_93_091018,9/10/18,SERDP_93_091018,RZ lab,AHD,H10,no,negative,pass,pass,no,negative,,,,negative,,,,
